,class,image_path,name,xmax,xmin,ymax,ymin
295,3,a49ad2a5da33a5bf8bd606d33a21f4d4.jpg,GARBAGE,192,192,192,192
296,3,5de2ce8692fdb30c25adec602d998f62.jpg,GARBAGE,192,192,192,192
297,7,3e22d5cec0172e0be4dab772ca5abf57.jpg,BAD_BILLBOARD,192,192,192,192
298,3,42a8b92dec1df1bab652cf4d54d7e11d.jpg,GARBAGE,192,192,192,192
299,4,14ab2673654f3bf2b028aea84f938adb.jpg,CONSTRUCTION_ROAD,192,192,192,192
300,9,5b6b0a101ec562cf23932eb4b3f9aa6f.jpg,CLUTTER_SIDEWALK,192,192,192,192
301,3,2e7abe998a1e80904f850b83249c9ad3.jpg,GARBAGE,192,192,192,192
302,3,060a2994c6e1d3e22e18fa84b5a91714.jpg,GARBAGE,192,192,192,192
303,3,3b147798c470499ea069ea1229aab29b.jpg,GARBAGE,192,192,192,192
304,3,71f9e3168cd6f4c133fbf1009b32b069.jpg,GARBAGE,192,192,192,192
305,9,9ff39c555d80256183ef71133d79c824.jpg,CLUTTER_SIDEWALK,192,192,192,192
306,7,6ecede73556e2d6ecd61a5c40f4cad55.jpg,BAD_BILLBOARD,192,192,192,192
307,9,f5bb3a4208b3302fb38113ac1b1b06a7.jpg,CLUTTER_SIDEWALK,192,192,192,192
308,3,4dcb0ef2715fc189a024dc97b0c0e766.jpg,GARBAGE,192,192,192,192
309,3,eb65a8af1cea2a4a9015ad38a86b786f.jpg,GARBAGE,192,192,192,192
310,3,94cd483795de717e6784a6e5ace15791.jpg,GARBAGE,192,192,192,192
311,3,cce5aa9afa38363ce68aa6f79f5015cd.jpg,GARBAGE,192,192,192,192
312,9,fa5fe44ca7518e57b3843577aa338f44.jpg,CLUTTER_SIDEWALK,192,192,192,192
313,3,81bcf9bce30076b33d87085fbcedb04b.jpg,GARBAGE,192,192,192,192
314,7,93fa0f557da40fa8d4e7db89401fe91a.jpg,BAD_BILLBOARD,192,192,192,192
315,3,d88ec7631a53d06414a36e8c27a49067.jpg,GARBAGE,192,192,192,192
316,2,39e5a821519f5970aa659e971e652da1.jpg,POTHOLES,192,192,192,192
317,4,426aa6f9270f8ebf45b31081a80d6058.jpg,CONSTRUCTION_ROAD,192,192,192,192
318,2,39cff729fc83f245c1a816006e73a234.jpg,POTHOLES,192,192,192,192
319,3,2bcad30e7df80dbec678a3c9d704db74.jpg,GARBAGE,192,192,192,192
320,3,4a366ebe609e75147f2e6e94ae4d634e.jpg,GARBAGE,192,192,192,192
321,3,e6acfca0821bc396b99948b4f72a64e2.jpg,GARBAGE,192,192,192,192
322,3,206b77c00d8f60867f639e2aa792ffbf.jpg,GARBAGE,192,192,192,192
323,2,ae1237e96b7c0824634bd0d92cba16b6.jpg,POTHOLES,192,192,192,192
324,3,17653a5e9fc6478df0c10cf0e6e7fe65.jpg,GARBAGE,192,192,192,192
325,3,5c07c0f6fd57db06411c0decac46ebd8.jpg,GARBAGE,192,192,192,192
326,3,9c121ef5c2e3ff4620ef960dca5bb702.jpg,GARBAGE,192,192,192,192
327,2,c97df7919083cdf772647ac118720b9d.jpg,POTHOLES,192,192,192,192
328,3,675498d5f39afa76ec93cd80a9bf2277.jpg,GARBAGE,192,192,192,192
329,0,388a4b14ce0fbfb08fe251116b44b57e.jpg,GRAFFITI,192,192,192,192
330,3,6c8132d6d42889be81581346b57da2fb.jpg,GARBAGE,192,192,192,192
331,0,a4cd6be1d02cdd6f0fd7328f5457a466.jpg,GRAFFITI,192,192,192,192
332,3,3bff21e50de27e1145a3e129928a04ce.jpg,GARBAGE,192,192,192,192
333,3,4b0bf0d8e06a6b60eb4f49fb41b6e0b2.jpg,GARBAGE,192,192,192,192
334,3,7b0b0d86ef4f1f72aef9026e7891149b.jpg,GARBAGE,192,192,192,192
335,9,584078528db874b92265b835c41a0a91.jpg,CLUTTER_SIDEWALK,192,192,192,192
336,9,4ac4198d1f2ee8e0c793af8826d01430.jpg,CLUTTER_SIDEWALK,192,192,192,192
337,3,36566c6cf68b004dab0627112490bec3.jpg,GARBAGE,192,192,192,192
338,2,41c39e59218d53bb434ea7264a9de991.jpg,POTHOLES,192,192,192,192
339,2,44171c30e32cfceb00522bf102f6e288.jpg,POTHOLES,192,192,192,192
340,2,6a19e0c044e1738ef32442b80f226255.jpg,POTHOLES,192,192,192,192
341,3,14f1c094c98e7fb58d7d32ab77cd92c5.jpg,GARBAGE,192,192,192,192
342,3,1dddbe1265a99640681406cfb653ddbb.jpg,GARBAGE,192,192,192,192
343,9,08ccb70fae5611a562f8bce98bd95631.jpg,CLUTTER_SIDEWALK,192,192,192,192
344,4,2184dd94e5bafd1cd07bc6628d4b316e.jpg,CONSTRUCTION_ROAD,192,192,192,192
345,2,df4f12b16aa81f82c105e57c46b316b6.jpg,POTHOLES,192,192,192,192
346,9,d983beeceb485dcc7d3782b7d4cb5a54.jpg,CLUTTER_SIDEWALK,192,192,192,192
347,3,9f35922cfc04ec5afe344477a1866d8d.jpg,GARBAGE,192,192,192,192
348,3,515783cc3b49ee36485dcb18b58e558a.jpg,GARBAGE,192,192,192,192
349,8,456308ef35d8488686e7550e9aa77980.jpg,SAND_ON_ROAD,192,192,192,192
350,3,33bca5c8aa715aab57c6d7ddc721ca99.jpg,GARBAGE,192,192,192,192
351,4,b63f4555c510689238ae0059383cc0ed.jpg,CONSTRUCTION_ROAD,192,192,192,192
352,9,f355a2fbd1ce243c94746023712e79f8.jpg,CLUTTER_SIDEWALK,192,192,192,192
353,3,a4022e05023a8c4469cae024e4a77957.jpg,GARBAGE,192,192,192,192
354,3,27000039db2bbbab97d6ea5b13701cf1.jpg,GARBAGE,192,192,192,192
355,9,b155f164c09c5d00fb9556d7a97f271b.jpg,CLUTTER_SIDEWALK,192,192,192,192
356,7,fa6b84f67c3d702eac9296e47e7a0670.jpg,BAD_BILLBOARD,192,192,192,192
357,9,575868c747ca75b66669888825b0ce50.jpg,CLUTTER_SIDEWALK,192,192,192,192
358,7,36e633d435c33f22109529fe3ffdd1dc.jpg,BAD_BILLBOARD,192,192,192,192
359,3,f44c5df3a1cff4a04a430ac4798b5139.jpg,GARBAGE,192,192,192,192
360,3,1958b4e74e39fe5c260169e581c5ccae.jpg,GARBAGE,192,192,192,192
361,2,9c49c884f5ad228deebe93338f57eb18.jpg,POTHOLES,192,192,192,192
362,3,848ae5d4fd104282026fcb65c6bbcfe7.jpg,GARBAGE,192,192,192,192
363,9,5898934f6e671fc76d8e02497f132a1d.jpg,CLUTTER_SIDEWALK,192,192,192,192
364,4,afa26249b33787c02f0c9aa29b6b0764.jpg,CONSTRUCTION_ROAD,192,192,192,192
365,3,3d06fb4d951578a2552a2324740a5467.jpg,GARBAGE,192,192,192,192
366,3,bf468b1b4c831460cbbae3d11c22543d.jpg,GARBAGE,192,192,192,192
367,3,c8b697c0b89d2f097467362817bd3daa.jpg,GARBAGE,192,192,192,192
368,8,273bed069dc4902598c58163603dd2fd.jpg,SAND_ON_ROAD,192,192,192,192
369,3,fa13a3a6a7c218664b3692c5b7f05d48.jpg,GARBAGE,192,192,192,192
370,9,94c51c780e8707a140da01029ff0b41b.jpg,CLUTTER_SIDEWALK,192,192,192,192
371,3,1de0e1e822d3ad5d37742328bd3d92b1.jpg,GARBAGE,192,192,192,192
372,3,0d01179e058c1f6706e04c7a2d90a7f8.jpg,GARBAGE,192,192,192,192
373,3,34c1bdb42324022f8e2367de2bbf96ea.jpg,GARBAGE,192,192,192,192
374,3,36ac9263e8217644451d9ba8302459c8.jpg,GARBAGE,192,192,192,192
375,3,58b14c59156b5679efca73eaa3de1fa3.jpg,GARBAGE,192,192,192,192
376,9,5d84221dd672d25fc4e58ac914b9c98f.jpg,CLUTTER_SIDEWALK,192,192,192,192
377,3,15f3cf92a734d3f1f9fa43c51161a7db.jpg,GARBAGE,192,192,192,192
378,8,d25170bb98da70c02a75fb92f7244c0e.jpg,SAND_ON_ROAD,192,192,192,192
379,3,7dee6f7774207455fcd45f98650ed759.jpg,GARBAGE,192,192,192,192
380,8,861cd87e99196d79f7db55fc6d70323f.jpg,SAND_ON_ROAD,192,192,192,192
381,9,1f40c74ea64f15614324a366563d9bd7.jpg,CLUTTER_SIDEWALK,192,192,192,192
382,3,bc6e92d8cbcddb43fcce6b4934af2b8a.jpg,GARBAGE,192,192,192,192
383,3,70c91870e32ec207a6336afc062cb08f.jpg,GARBAGE,192,192,192,192
384,3,87ff1f59040b92b9c3ae114c74ad74cb.jpg,GARBAGE,192,192,192,192
385,7,b93b3bb4ea2ffbf9eff6bbf01240de54.jpg,BAD_BILLBOARD,192,192,192,192
386,3,b54423c5e59337c190f49236df2d073c.jpg,GARBAGE,192,192,192,192
387,4,d7be0250b4f4a2750fac5c8c92d5bfa8.jpg,CONSTRUCTION_ROAD,192,192,192,192
388,3,af51a43aaab8302c7a763e2222cf1f55.jpg,GARBAGE,192,192,192,192
389,3,795379ec15ce575b6c0f5aae1f90e6a6.jpg,GARBAGE,192,192,192,192
390,3,31c313386a4dc3aa9b080d34fb82a80b.jpg,GARBAGE,192,192,192,192
391,3,9f49ec7df4baca9f98e4fecb15a55403.jpg,GARBAGE,192,192,192,192
392,7,1fdab847efaf1c121cdb62a6b18c2f2d.jpg,BAD_BILLBOARD,192,192,192,192
393,9,3f3bed357298160ee03184d758b2f464.jpg,CLUTTER_SIDEWALK,192,192,192,192
394,9,510f0fff4fbf3bee405029ab1e0e5f4e.jpg,CLUTTER_SIDEWALK,192,192,192,192
395,3,4523d7323ba7d51a0339eba0593fdf33.jpg,GARBAGE,192,192,192,192
396,4,05f7748046f5a6878e3057f5afdf3094.jpg,CONSTRUCTION_ROAD,192,192,192,192
397,3,762315726b39cd560720befb5f73a559.jpg,GARBAGE,192,192,192,192
398,3,674bc35e35d80de9818d07e0920b6f98.jpg,GARBAGE,192,192,192,192
399,2,9212be0b20de96dc764d5e3e966bfd44.jpg,POTHOLES,192,192,192,192
400,3,35b037664f2ad20c17457becf21614e1.jpg,GARBAGE,192,192,192,192
401,7,50d562debaf0b19e4a1b3bd3882a3912.jpg,BAD_BILLBOARD,192,192,192,192
402,3,c73914da78a4cab3f89af612dfaf5972.jpg,GARBAGE,192,192,192,192
403,9,ac9c1d1ed7c9d80b1a3201d6432f86ea.jpg,CLUTTER_SIDEWALK,192,192,192,192
404,3,45ab18d83be186c94a94b7a24c86ca83.jpg,GARBAGE,192,192,192,192
405,3,2c87c143e9df1c6dfbdadfcd7aafaa2a.jpg,GARBAGE,192,192,192,192
406,2,fe4aa65fe506e2f73e9fdd096166c5c7.jpg,POTHOLES,192,192,192,192
407,3,5ca910561b2219e0eb64772dc538d5b4.jpg,GARBAGE,192,192,192,192
408,3,4842f7157afa200f9f27242ec1dceaca.jpg,GARBAGE,192,192,192,192
409,3,10560061d8b133b90a1ffceef2ba03eb.jpg,GARBAGE,192,192,192,192
410,3,1c4db38d385ad7b280d1523c7e09d2c9.jpg,GARBAGE,192,192,192,192
411,4,290f02bcde4d6382ca8daacb98a9fe14.jpg,CONSTRUCTION_ROAD,192,192,192,192
412,2,5b67d902cb0fb98e190aae3e75d7cbb6.jpg,POTHOLES,192,192,192,192
413,7,148a8039db87207d07afa23badba60aa.jpg,BAD_BILLBOARD,192,192,192,192
414,4,183e21b87bd2004e2edb140d686f379d.jpg,CONSTRUCTION_ROAD,192,192,192,192
415,2,933bd4ee42924ac47a00cfb96f075f91.jpg,POTHOLES,192,192,192,192
416,4,46dfe901a4ba0f2e9e00ded7a166d799.jpg,CONSTRUCTION_ROAD,192,192,192,192
417,8,9e18ec00ab520870c2bb8d6a2906b9f8.jpg,SAND_ON_ROAD,192,192,192,192
418,3,a1fd58b895e4de5447ca46517a61957c.jpg,GARBAGE,192,192,192,192
419,3,666ee5de200210d016e6b25f590a8e0a.jpg,GARBAGE,192,192,192,192
420,9,93ba191f0efe9d01b74b76b26b63f530.jpg,CLUTTER_SIDEWALK,192,192,192,192
421,3,f28109feedbd0cefb142d84765364a80.jpg,GARBAGE,192,192,192,192
422,3,7787ddecc13464ec3ccae7c70a868356.jpg,GARBAGE,192,192,192,192
423,7,95396e6ed7fa8ce4e85115e4fd435dc0.jpg,BAD_BILLBOARD,192,192,192,192
424,3,79a09936a51e42919d3c08d58e6b55bd.jpg,GARBAGE,192,192,192,192
425,3,ba8c3ffd4f1eeb6270b78e280e4fd0b9.jpg,GARBAGE,192,192,192,192
426,3,20d37ff709ed6cbb8767b5ffe1753a08.jpg,GARBAGE,192,192,192,192
427,2,9254e2d747920d7b64ac26160aa34485.jpg,POTHOLES,192,192,192,192
428,0,963c3ae29ae75909cd7b05141b3b44bf.jpg,GRAFFITI,192,192,192,192
429,3,02c904f2806be2331b445e7f267e7058.jpg,GARBAGE,192,192,192,192
430,7,4f144f50a09154a9b5037c3c13bf0d2b.jpg,BAD_BILLBOARD,192,192,192,192
431,3,5d80d19d2e2678e203897d23fc66f1df.jpg,GARBAGE,192,192,192,192
432,2,b47c203760c494ac1ae0192c85fbeb4f.jpg,POTHOLES,192,192,192,192
433,9,2c54c883c76394f3297fbb4e4229ebba.jpg,CLUTTER_SIDEWALK,192,192,192,192
434,3,0855c8dff9bf5f4a2714b724ee701591.jpg,GARBAGE,192,192,192,192
435,3,9b8b6049ef7092fb83ae51963edd7c46.jpg,GARBAGE,192,192,192,192
436,3,191249ef1d8c31b2d8b037d7f0baceb5.jpg,GARBAGE,192,192,192,192
437,0,86ebabd53e33c59c5c820ea16b945c4e.jpg,GRAFFITI,192,192,192,192
438,3,3165e26fca422f0d17070e5d008c18c1.jpg,GARBAGE,192,192,192,192
439,3,420ea305373b31039221be654986ce0a.jpg,GARBAGE,192,192,192,192
440,3,9ac79202e33c8180606d16d645866e14.jpg,GARBAGE,192,192,192,192
441,7,37e88278c9cfd1ca76197d91fca6fd24.jpg,BAD_BILLBOARD,192,192,192,192
442,2,c8b4701123924da18268d6cc1def0e4c.jpg,POTHOLES,192,192,192,192
443,4,624aa8564cd4396f3cd7ec58e2e8b826.jpg,CONSTRUCTION_ROAD,192,192,192,192
444,9,63607cc6a95739edbf941f86f02e87bf.jpg,CLUTTER_SIDEWALK,192,192,192,192
445,3,d60205fb8575f4b9ef9ff1a0f6fb005f.jpg,GARBAGE,192,192,192,192
446,3,c429b06bdc375b3531affce14621f64f.jpg,GARBAGE,192,192,192,192
447,2,d3836200227217bb0acddb6e5829df6d.jpg,POTHOLES,192,192,192,192
448,7,ac61068405f23780f2e3f139db9a68d9.jpg,BAD_BILLBOARD,192,192,192,192
449,9,096d03848e8c710dbe821bb3641997b3.jpg,CLUTTER_SIDEWALK,192,192,192,192
450,3,c0ca6b67104d80f72e1f58a917586e75.jpg,GARBAGE,192,192,192,192
451,2,2b1770d90789a0be01927ce5d92e22ed.jpg,POTHOLES,192,192,192,192
452,3,6fc36a70eda97ea80e137c1dc5840cce.jpg,GARBAGE,192,192,192,192
453,4,a97decd805125da66be93c9fa9798c11.jpg,CONSTRUCTION_ROAD,192,192,192,192
454,3,c6af6d734614759e0273e7160e65a5e9.jpg,GARBAGE,192,192,192,192
455,7,c9821123923c0751ae9f904086f0eb5a.jpg,BAD_BILLBOARD,192,192,192,192
456,7,215245ca355c7ba12eace982614cd9cd.jpg,BAD_BILLBOARD,192,192,192,192
457,2,4c59d66745407d6cec0445e480667b57.jpg,POTHOLES,192,192,192,192
458,3,135c769fa3b829466c7f117894b952f8.jpg,GARBAGE,192,192,192,192
459,2,12278ffce3c4a30ff22395f26db302f4.jpg,POTHOLES,192,192,192,192
460,7,00b5fc2d3153637e65a35363295e14ba.jpg,BAD_BILLBOARD,192,192,192,192
461,2,b1a0968f1769bf12febb7bd5eca49602.jpg,POTHOLES,192,192,192,192
462,3,91df8e57267f8953cf14bc68f15e3c64.jpg,GARBAGE,192,192,192,192
463,9,c478caa657b7751a69441bb01804adf6.jpg,CLUTTER_SIDEWALK,192,192,192,192
464,9,8fad36b28b3ab244a5672e7aef072082.jpg,CLUTTER_SIDEWALK,192,192,192,192
465,2,71f3f17d8304bc95d0d62eb96dd7b28b.jpg,POTHOLES,192,192,192,192
466,3,40c5f1d019b1310035c8612267e5f6d8.jpg,GARBAGE,192,192,192,192
467,7,e8d9ca502c3d9704c864f690865faadc.jpg,BAD_BILLBOARD,192,192,192,192
468,3,3ccd9458e82c7f57610f124af55270e8.jpg,GARBAGE,192,192,192,192
469,4,317d08c617e65c6143c20dbd35db503c.jpg,CONSTRUCTION_ROAD,192,192,192,192
470,2,15cdf65779a3ca480bb8c2babab17113.jpg,POTHOLES,192,192,192,192
471,3,0081b25823f23a536c9f1952491db636.jpg,GARBAGE,192,192,192,192
472,3,f9555fca45bdc9005704886432cb1024.jpg,GARBAGE,192,192,192,192
473,2,1febb7cc0e072a72fa222017e326677c.jpg,POTHOLES,192,192,192,192
474,4,125a91051f10813668230d8024142f43.jpg,CONSTRUCTION_ROAD,192,192,192,192
475,3,e7d81dfc1e2f7470ea05eca9674c300f.jpg,GARBAGE,192,192,192,192
476,8,8d2373ad73c19ce863debcef82118ad3.jpg,SAND_ON_ROAD,192,192,192,192
477,0,7c6700c64e26b777aebb115b9fa48de3.jpg,GRAFFITI,192,192,192,192
478,4,616b92b0ce6585b83a476994a6b7b2d1.jpg,CONSTRUCTION_ROAD,192,192,192,192
479,8,1b98ab0a5b161d1b052087c84af61bf8.jpg,SAND_ON_ROAD,192,192,192,192
480,3,94a08cf6618f19d9f62f68318ee6ba3f.jpg,GARBAGE,192,192,192,192
481,9,a72a6a4b25811e9260bc9a58a50891e9.jpg,CLUTTER_SIDEWALK,192,192,192,192
482,9,facb829edc90f7791c983c2e712fff5a.jpg,CLUTTER_SIDEWALK,192,192,192,192
483,0,f8fe81f02d1df474b68caf7943c0fe6b.jpg,GRAFFITI,192,192,192,192
484,2,abfa406f2948f52722b1e1ecc88d9d97.jpg,POTHOLES,192,192,192,192
485,2,ad173f3a9b7403f69b0240b426bb01fb.jpg,POTHOLES,192,192,192,192
486,3,8f93ded5771ccfb2e13548e483ba0b81.jpg,GARBAGE,192,192,192,192
487,3,dfc1eb20c5250a668c482ad92eadd978.jpg,GARBAGE,192,192,192,192
488,7,1d0d1d947da60e54579682c4e4886c76.jpg,BAD_BILLBOARD,192,192,192,192
489,10,0c4abc2dccfa07888fce220461eb83fb.jpg,UNKEPT_FACADE,192,192,192,192
490,3,86a868b35b06d80f581c7400df0c50a4.jpg,GARBAGE,192,192,192,192
491,3,a50eb10529042e49c8545b5f2a165b1b.jpg,GARBAGE,192,192,192,192
492,9,d5e51342e6c73df1afd5c0ca1d511826.jpg,CLUTTER_SIDEWALK,192,192,192,192
493,3,1d8f1c3fac226c93b743a6b9b92c1a8b.jpg,GARBAGE,192,192,192,192
494,3,7b4e338911777cd6461340b43bde53b4.jpg,GARBAGE,192,192,192,192
495,2,481a302916c1db1b07fdd6034971463e.jpg,POTHOLES,192,192,192,192
496,2,ed8848c4ce41d9ba70d6d1ab364094ed.jpg,POTHOLES,192,192,192,192
497,4,1f78d1e2fcb172e47dbace11464172d7.jpg,CONSTRUCTION_ROAD,192,192,192,192
498,3,8ea2dbf6e30f90acae2c8ac562e018d4.jpg,GARBAGE,192,192,192,192
499,3,282126442dc34a84018af0ab797f22cd.jpg,GARBAGE,192,192,192,192
500,3,36312433f6e5b26c36aedc4d08c2ff6d.jpg,GARBAGE,192,192,192,192
501,7,bec67d65b97de6fdc914e3ace93e8dbb.jpg,BAD_BILLBOARD,192,192,192,192
502,3,f323e5e697ebb8d27172ed3569054014.jpg,GARBAGE,192,192,192,192
503,9,1b1f9b26b286e207e1cd783b1b5cf8f1.jpg,CLUTTER_SIDEWALK,192,192,192,192
504,9,df658c50d4ca820a5704c1dcdfdc4704.jpg,CLUTTER_SIDEWALK,192,192,192,192
505,3,a7f9af86a95dc0a502f4570edc234fb6.jpg,GARBAGE,192,192,192,192
506,3,e625e1eedb99a4989532c68859730928.jpg,GARBAGE,192,192,192,192
507,3,027a4ea75b44bb19e5462d550af31565.jpg,GARBAGE,192,192,192,192
508,3,386d07335582f35660e9acf0f83c9fb4.jpg,GARBAGE,192,192,192,192
509,3,43db34652c1b06cbfb90a42481e76fca.jpg,GARBAGE,192,192,192,192
510,3,79426e9c7d35ee4a09bf1d059f3eceef.jpg,GARBAGE,192,192,192,192
511,4,c0f7c6d6e8dc72bdb616a96ba1431813.jpg,CONSTRUCTION_ROAD,192,192,192,192
512,2,87ca156667e1255ddc51858577f9fcde.jpg,POTHOLES,192,192,192,192
513,3,b428f7dee7fa207cd15a00123b99f816.jpg,GARBAGE,192,192,192,192
514,3,ee17aaaa415a229b3e574d5b6e6ca3fa.jpg,GARBAGE,192,192,192,192
515,9,6a17c471c4381cffeb530b9a78f737c7.jpg,CLUTTER_SIDEWALK,192,192,192,192
516,3,0ca5718f791e6057faf260086330f9a9.jpg,GARBAGE,192,192,192,192
517,3,b419da87e246bf216c228fb4a094a2da.jpg,GARBAGE,192,192,192,192
518,9,ca5275d8d645ff6c4bdb4d14568eef7f.jpg,CLUTTER_SIDEWALK,192,192,192,192
519,3,426a191f5cb814176097dd08e09eab5d.jpg,GARBAGE,192,192,192,192
520,3,49bba75961d964a80c99cb229f1232b7.jpg,GARBAGE,192,192,192,192
521,9,28fa1f7b97cdc6e799cc5ee452ac8437.jpg,CLUTTER_SIDEWALK,192,192,192,192
522,3,d6eee792d5e1a4900bbff9f9c0692665.jpg,GARBAGE,192,192,192,192
523,2,b63e77a0b9bd26cfff3450df047cebae.jpg,POTHOLES,192,192,192,192
524,3,b6c51082e8fcda21221cbd628a7b2124.jpg,GARBAGE,192,192,192,192
525,2,31300bc143de27d030717fd56be404f5.jpg,POTHOLES,192,192,192,192
526,3,7b9adb80781158594f6d042f6173ca73.jpg,GARBAGE,192,192,192,192
527,3,794eff02e39a6baeed5445eb75974602.jpg,GARBAGE,192,192,192,192
528,3,669e038f8c5d468deecc2fa33f215d13.jpg,GARBAGE,192,192,192,192
529,0,d9acd99f37f6d8d5bd74194f064c7f5d.jpg,GRAFFITI,192,192,192,192
530,7,02710df871b98a873d401e304cdfd48b.jpg,BAD_BILLBOARD,192,192,192,192
531,3,8712b7775012e2de10ebf138e6792fa5.jpg,GARBAGE,192,192,192,192
532,3,77c01de98601411204637d6ca66fd968.jpg,GARBAGE,192,192,192,192
533,4,8084cbf559d93466e51707a16c4766dc.jpg,CONSTRUCTION_ROAD,192,192,192,192
534,2,0bd7e6fb8d2002b30f524213b88bd5c8.jpg,POTHOLES,192,192,192,192
535,3,015ee63e99a9f68fa48987ddeb39760b.jpg,GARBAGE,192,192,192,192
536,3,63e67a7687d91810c69239e953c68d5b.jpg,GARBAGE,192,192,192,192
537,7,609760ab21b3bf9c19e1bfc2c6aa21bf.jpg,BAD_BILLBOARD,192,192,192,192
538,3,6314060b6cba662ef16ae8e2b643589a.jpg,GARBAGE,192,192,192,192
539,3,496358c81f44f8a15bcb3ec77e865644.jpg,GARBAGE,192,192,192,192
540,3,46b2f729cc6f9d1a5573b359e4ccd407.jpg,GARBAGE,192,192,192,192
541,4,067ceed0e568f0fec9e420fa2e3a7e56.jpg,CONSTRUCTION_ROAD,192,192,192,192
542,3,780f33f53a1374544b47f13e6641e7db.jpg,GARBAGE,192,192,192,192
543,3,ab423aac4d90767847f9833fa1cb8dff.jpg,GARBAGE,192,192,192,192
544,7,bd3546279976f5cdaf14373f038c66cd.jpg,BAD_BILLBOARD,192,192,192,192
545,3,b91c221c5eb1530f9e98e37e983ad62d.jpg,GARBAGE,192,192,192,192
546,3,1c308afcb1c70727801b8fa3ec846ace.jpg,GARBAGE,192,192,192,192
547,3,91b960e323b8ea15cdc156a01a2d908b.jpg,GARBAGE,192,192,192,192
548,4,2806e5ba5a7aa0997b2acbd62db34cd6.jpg,CONSTRUCTION_ROAD,192,192,192,192
549,3,8cad3e6ebec980da90c42a9de0a5166c.jpg,GARBAGE,192,192,192,192
550,2,a6e8d748fc9a53d338e694288aad36d9.jpg,POTHOLES,192,192,192,192
551,3,4b11d1a698aad933724b08548c0f5ced.jpg,GARBAGE,192,192,192,192
552,4,70bcc4ccb67aa4a30ec05958b8bd8ef1.jpg,CONSTRUCTION_ROAD,192,192,192,192
553,3,c4079fdf12b5017e3dbfca3d47d85ee3.jpg,GARBAGE,192,192,192,192
554,3,d0482b22cf4a187bf2618c6024deb94b.jpg,GARBAGE,192,192,192,192
555,7,dea3904951a4da1e29e39ca5b3ae76b5.jpg,BAD_BILLBOARD,192,192,192,192
556,7,2c81f8158d5fdf55d249b76736c05557.jpg,BAD_BILLBOARD,192,192,192,192
557,3,4103a80cd25bea22059bd91889c955ce.jpg,GARBAGE,192,192,192,192
558,3,5b3b4ec8a027a8c0972b68d4f2e1ec8d.jpg,GARBAGE,192,192,192,192
559,3,793e253cca6a033652d3b26e517dcf2c.jpg,GARBAGE,192,192,192,192
560,4,6cfc6b30bc66bd764f8909148718c204.jpg,CONSTRUCTION_ROAD,192,192,192,192
561,2,ec8a51eb5d493d24ed6c6a9031fd28d7.jpg,POTHOLES,192,192,192,192
562,3,32445f26f58a9885bc109d59f5133266.jpg,GARBAGE,192,192,192,192
563,2,03333b9b657fcac440abd6383ae25239.jpg,POTHOLES,192,192,192,192
564,2,e1f9180591ad315c19f85ef683a9dca4.jpg,POTHOLES,192,192,192,192
565,3,d6b53720e130af4da44076a650937619.jpg,GARBAGE,192,192,192,192
566,2,904e69719e3e879676400a29c74f2ac0.jpg,POTHOLES,192,192,192,192
567,3,d0f09e17091bec1e6e7fce12307c7ac1.jpg,GARBAGE,192,192,192,192
568,3,55c5808e1ad08d7536c21d8e9a51e042.jpg,GARBAGE,192,192,192,192
569,3,19c99add80dffee3e84d4a0fd47f2c7e.jpg,GARBAGE,192,192,192,192
570,3,ac01ad623452ae4f88ccf0a8d72eb75d.jpg,GARBAGE,192,192,192,192
571,3,da36e444000f240fe26002188e1548f3.jpg,GARBAGE,192,192,192,192
572,3,36f8beeb819914fed4798b0f074a2064.jpg,GARBAGE,192,192,192,192
573,3,a573922b5df31077c4af58334d7965d9.jpg,GARBAGE,192,192,192,192
574,3,88b302094b809f39006273a4709bf3ac.jpg,GARBAGE,192,192,192,192
575,2,063e750e60b2690c3afc445fd4bbf0a7.jpg,POTHOLES,192,192,192,192
576,3,87f0a7a650564b37c8ce838add9c5d9a.jpg,GARBAGE,192,192,192,192
577,3,f511541324bda48b2bb86d3418216489.jpg,GARBAGE,192,192,192,192
578,9,5ed4db498cf32fe21d4f1e3f1f4a1e6a.jpg,CLUTTER_SIDEWALK,192,192,192,192
579,7,905868e6713beb4e8564c706c895d875.jpg,BAD_BILLBOARD,192,192,192,192
580,3,933ba419bf6375d8567fcb71c55174a4.jpg,GARBAGE,192,192,192,192
581,0,eb7ac59f2565ca5991b6c3b7a89c7384.jpg,GRAFFITI,192,192,192,192
582,2,01267cf16572d5ec876f0111c5af4526.jpg,POTHOLES,192,192,192,192
583,3,247f060a8b9c93d5d2b356296d8a31d3.jpg,GARBAGE,192,192,192,192
584,3,8f53092ef5efae8beeb1a28ff2da2384.jpg,GARBAGE,192,192,192,192
585,3,cb734861a0e606e9e67913e051597576.jpg,GARBAGE,192,192,192,192
586,2,2d0f5771336d4998248cc162728a76ff.jpg,POTHOLES,192,192,192,192
587,3,3de30c56414ce72d068eafc1632165d0.jpg,GARBAGE,192,192,192,192
588,3,d4ce6a7c22642d91b55de360125c3736.jpg,GARBAGE,192,192,192,192
589,9,0d1b0324a9f32929b59bcdda70ccc2b0.jpg,CLUTTER_SIDEWALK,192,192,192,192
590,9,ba1c47bae31082e4d053f2d6ec262fc5.jpg,CLUTTER_SIDEWALK,192,192,192,192
